1,3480,10523,6302,8418,170,75,0,0
2,5937,8627,9879,7444,110,115,0,0
10,11260,6174,8176,11121,170,165,0,0
11,6299,12542,7750,11549,195,200,0,0
4,10165,3666,9829,3525,250,170,0,0
5,9899,8327,753,724,175,240,0,0
6,11497,608,11214,4683,81,15,0,0
7,7161,4628,5687,5009,220,105,0,0
8,8923,7477,4155,11524,230,85,0,0
12,10060,4216,25,6990,245,135,0,0
13,7153,4549,3746,8496,175,105,0,0
14,11572,12540,10247,12561,265,85,0,0
15,8815,10298,8373,12527,120,130,0,0
16,6559,3595,8651,7172,195,115,0,0
17,10523,9899,3208,5937,160,160,0,0
18,5009,8327,7477,8668,165,220,0,0
19,5687,5064,10165,8471,205,180,0,0
20,11214,3480,4628,8627,250,70,0,0
21,11260,25,9879,11524,95,81,0,0
22,12540,7153,11549,5795,115,255,0,0
23,8496,12527,10247,3525,60,100,0,0
24,11121,608,8815,3666,75,245,0,0
25,10060,11572,6302,8923,20,155,0,0
26,11497,7802,8418,7750,35,165,0,0
27,6174,3746,7161,6559,40,165,0,0
28,4155,4683,4216,4549,85,220,0,0
29,3595,11192,6299,8176,265,130,0,0
30,11168,724,12561,7172,270,190,0,0
31,8651,7444,753,10298,145,115,0,0
32,8373,6990,9829,12542,115,195,0,0
33,8627,11524,5687,8815,133,125,0,0
34,25,9899,7802,8923,185,145,0,0
35,12527,4628,11121,8471,180,150,0,0
36,9879,10060,6174,5795,140,165,0,0
37,11214,6299,8418,4216,225,125,0,0
38,11497,10523,3595,10165,25,185,0,0
39,12540,3525,8651,6302,115,120,0,0
40,11168,11572,4549,6559,155,75,0,0
41,7161,5937,11260,7172,195,195,0,0
42,12561,5064,11192,5009,220,115,0,0
43,3746,9829,10298,8327,85,180,0,0
44,8668,11549,10247,3480,130,180,0,0
45,7153,608,7444,8373,90,220,0,0
46,7750,8496,753,4155,75,80,0,0
47,3208,8176,4683,12542,150,95,0,0
48,7477,724,3666,6990,300,205,0,0
49,6302,6174,4216,7172,80,195,0,0
50,8418,3595,7161,3525,250,205,0,0
51,11524,10165,3746,10060,115,170,0,0
52,8923,10247,10523,4628,150,110,0,0
53,3480,6299,5937,11497,215,95,0,0
54,5687,12561,10298,25,100,140,0,0
55,5009,7750,8815,7153,120,135,0,0
56,9879,8373,724,12540,200,270,0,0
57,4155,6990,8651,8471,120,180,0,0
58,8627,6559,8496,5064,70,135,0,0
59,5795,7444,8668,12542,170,165,0,0
60,11121,4549,3208,9829,155,105,0,0
61,753,12527,4683,11168,335,195,0,0
62,8176,3666,8327,7802,200,115,0,0
63,11214,11192,11549,9899,110,190,0,0
64,608,11260,7477,11572,155,195,0,0
65,3480,5009,8923,8471,250,235,0,0
66,10298,7153,10523,724,215,210,0,0
67,5795,3595,5937,7750,260,185,0,0
68,4549,25,3525,6299,125,215,0,0
69,11121,4683,5687,6990,185,210,0,0
70,753,3666,7172,12542,150,210,0,0
71,10060,8651,5064,12527,220,190,0,0
72,11214,7802,6559,7477,100,220,0,0
73,11168,8627,12540,9829,160,210,0,0
74,11572,11524,11497,4628,165,80,0,0
75,10247,9899,7444,7161,185,95,0,0
76,11260,6302,8815,8327,160,145,0,0
77,11549,8496,8176,4216,120,175,0,0
78,10165,9879,608,4155,180,50,0,0
79,8418,3746,11192,8668,140,440,0,0
80,3208,6174,12561,8373,120,220,0,0
81,8471,25,3666,3595,190,160,0,0
82,11214,8923,4549,12540,155,120,0,0
83,10298,6559,5009,5937,175,145,0,0
84,3525,11497,8627,9899,60,180,0,0
85,12527,7802,5795,11260,70,225,0,0
86,8651,10247,6299,11121,140,290,0,0
87,5064,8327,3480,7153,175,230,0,0
88,9829,8176,8418,10060,210,95,0,0
89,12561,3746,7477,9879,185,180,0,0
90,7172,8815,4628,8496,235,220,0,0
91,10165,12542,11168,11192,280,185,0,0
92,4216,753,5687,608,225,95,0,0
93,11549,4155,6174,10523,130,60,0,0
94,11524,724,8668,7750,260,155,0,0
95,4683,7161,6302,8373,200,155,0,0
96,3208,7444,6990,11572,145,235,0,0
97,12527,12540,8327,5937,190,60,0,0
98,3525,8923,8176,7153,195,135,0,0
99,5795,8418,3666,8496,95,240,0,0
100,4628,6559,9899,10165,190,245,0,0
101,4216,9879,10298,12542,125,235,0,0
102,11497,25,3746,11168,121,250,0,0
103,8471,724,6302,11549,300,120,0,0
104,608,6299,5064,7161,120,240,0,0
105,6174,7802,4683,3595,110,170,0,0
106,4155,8373,10060,5009,230,95,0,0
107,753,6990,11524,10247,230,160,0,0
108,7750,3208,3480,11260,165,215,0,0
109,10523,9829,11572,8668,155,210,0,0
110,7444,7172,11214,5687,95,130,0,0
111,7477,11192,11121,8627,160,200,0,0
112,8651,8815,12561,4549,160,150,0,0
113,10165,8923,12527,6299,240,165,0,0
114,7153,3666,4155,7161,225,145,0,0
115,11549,6990,4628,11168,225,255,0,0
116,8496,3595,11524,3208,215,92,0,0
117,5937,5064,4683,724,155,225,0,0
118,7750,4216,12540,3746,310,145,0,0
119,5687,8668,6559,10060,175,90,0,0
120,8627,7172,10298,11572,65,265,0,0
121,11121,7444,12561,3480,165,210,0,0
122,753,3525,11260,11192,115,265,0,0
123,5009,9829,608,25,115,160,0,0
124,8327,10523,11214,8651,50,220,0,0
125,10247,8815,7802,8471,160,165,0,0
126,6302,4549,9879,11497,65,90,0,0
127,8373,8176,5795,9899,165,150,0,0
128,12542,8418,6174,7477,210,195,0,0
129,8668,12561,3595,12527,105,185,0,0
130,4628,11192,3666,12540,160,150,0,0
131,7750,4683,3525,11572,105,245,0,0
132,7161,4216,8923,8627,250,100,0,0
133,7802,10165,7444,11549,110,200,0,0
134,5937,6302,11214,4155,100,100,0,0
135,4549,11524,9899,3480,115,225,0,0
136,12542,5009,724,11260,95,295,0,0
137,11168,10060,6299,7153,205,185,0,0
138,9829,5687,9879,8651,215,215,0,0
139,10247,10298,6174,608,100,50,0,0
140,3746,5064,5795,753,250,170,0,0
141,6990,8327,11497,8496,175,105,0,0
142,8815,3208,6559,25,135,65,0,0
143,7477,8471,10523,8176,230,100,0,0
144,8373,7172,11121,8418,220,155,0,0
145,8811,7300,3526,6872,55,120,0,0
146,4717,5667,4546,6735,195,110,0,0
147,3486,731,6566,10598,145,100,0,0
148,9048,4962,5220,2856,210,260,0,0
149,7013,7842,8908,6109,335,105,0,0
150,5970,12537,3188,3491,155,130,0,0
151,7209,8477,10544,3848,170,40,0,0
152,5714,417,12543,9915,110,185,0,0
153,11128,9958,9019,4153,150,25,0,0
154,3736,8565,3805,750,180,105,0,0
155,10345,11143,10092,4855,140,210,0,0
156,12539,5738,7083,8045,145,280,0,0
157,8404,11058,8381,9761,115,215,0,0
158,11296,11064,11279,3231,35,171,0,0
159,6510,548,7203,5026,35,195,0,0
160,9769,12541,10337,8886,105,235,0,0
161,12537,9958,6735,7209,95,175,0,0
162,4717,6109,3805,4153,170,35,0,0
163,417,9019,8477,9048,125,185,0,0
164,12539,731,3848,750,200,125,0,0
165,7300,5667,3491,8908,205,200,0,0
166,6872,8565,4855,6566,210,160,0,0
167,5970,548,8811,11064,45,200,0,0
168,11296,5714,3188,2856,125,165,0,0
169,11143,9769,7842,11128,85,270,0,0
170,9761,10337,10345,6510,200,70,0,0
171,5026,3486,11279,4962,200,130,0,0
172,7203,9915,7083,8404,215,105,0,0
173,3736,5220,3526,8045,145,185,0,0
174,4546,8381,10598,10092,230,185,0,0
175,8886,12543,11058,10544,175,205,0,0
176,7013,12541,5738,3231,205,70,0,0
177,4717,7842,2856,7300,175,225,0,0
178,10345,417,4153,8565,170,205,0,0
179,8908,11128,3486,6872,285,145,0,0
180,11279,9958,8404,8477,87,155,0,0
181,5220,548,3805,10337,190,250,0,0
182,12539,6510,6566,5970,135,115,0,0
183,5026,8811,9048,10544,165,210,0,0
184,6109,9019,12537,9769,80,160,0,0
185,7013,8381,3491,3736,235,140,0,0
186,4962,9915,10598,750,190,65,0,0
187,3231,4855,731,3188,110,245,0,0
188,9761,8886,11296,5667,205,140,0,0
189,10092,11058,5738,7209,220,140,0,0
190,7203,3848,5714,3526,180,140,0,0
191,12541,6735,11064,8045,70,220,0,0
192,7083,11143,4546,12543,125,155,0,0
193,3491,2856,6872,417,170,120,0,0
194,8381,6109,4962,12539,195,100,0,0
195,8565,3188,5026,7842,215,140,0,0
196,11279,6566,7013,9915,140,210,0,0
197,750,4855,9958,8886,220,165,0,0
198,3526,10544,5970,5667,105,220,0,0
199,3848,5738,9761,5220,95,145,0,0
200,7083,3231,10092,9019,170,195,0,0
201,11143,4153,11058,5714,80,155,0,0
202,10598,10337,7209,8908,210,205,0,0
203,3805,4546,10345,9769,90,225,0,0
204,8045,731,4717,9048,280,270,0,0
205,3486,8404,11296,6735,145,85,0,0
206,7300,3736,12543,548,155,130,0,0
207,8477,6510,12537,11064,60,125,0,0
208,11128,7203,8811,12541,225,170,0,0
209,9915,3231,9761,11143,205,130,0,0
210,5026,10337,417,7013,195,220,0,0
211,3188,12539,5220,9769,85,245,0,0
212,5714,4855,7083,10544,155,15,0,0
213,8045,4153,8886,8908,195,240,0,0
214,7842,11296,6566,8381,195,180,0,0
215,8565,5667,548,8477,245,200,0,0
216,5738,9048,4546,5970,185,130,0,0
217,3805,6735,7203,11058,95,195,0,0
218,3486,9958,3736,2856,280,85,0,0
219,4962,12537,6872,12541,170,50,0,0
220,9019,3491,10345,731,170,160,0,0
221,11279,10598,4717,3848,26,235,0,0
222,11064,7300,11128,8404,140,285,0,0
223,12543,750,8811,7209,135,180,0,0
224,3526,6109,6510,10092,165,260,0,0
225,9048,6566,5714,6735,240,70,0,0
226,8045,5667,5026,4855,220,150,0,0
227,9761,12537,10544,3736,245,50,0,0
228,8381,10337,8565,7083,250,120,0,0
229,3848,8886,11143,3486,180,160,0,0
230,8908,9915,4717,9019,230,220,0,0
231,9769,5970,8404,10598,170,100,0,0
232,3231,3805,3526,8477,165,210,0,0
233,2856,731,8811,4153,145,135,0,0
234,5220,10092,9958,12543,235,195,0,0
235,750,11064,11058,4546,85,185,0,0
236,12539,7013,7300,7203,200,185,0,0
237,7842,7209,11279,6872,200,32,0,0
238,6510,3188,417,4962,160,185,0,0
239,11128,5738,10345,11296,160,240,0,0
240,548,3491,6109,12541,75,155,0,0
241,8404,8045,11143,3805,225,145,0,0
242,10092,5714,5667,10337,170,240,0,0
243,12537,5220,731,8565,215,240,0,0
244,2856,9019,5970,7203,80,150,0,0
245,6566,3526,750,9761,240,110,0,0
246,4962,7083,7300,6735,120,75,0,0
247,7842,5738,6510,9915,70,185,0,0
248,11296,10598,5026,9958,155,185,0,0
249,11064,7209,7013,3188,205,235,0,0
250,3486,4855,8381,9769,190,120,0,0
251,8811,8886,8477,4717,195,250,0,0
252,11058,10345,3736,8908,275,140,0,0
253,3848,12543,3491,9048,150,150,0,0
254,3231,6109,417,11128,115,210,0,0
255,4546,11279,12539,12541,145,190,0,0
256,10544,4153,6872,548,40,75,0,0
257,3805,5026,5714,11064,145,80,0,0
258,6735,10598,5220,4855,70,205,0,0
259,11143,731,7013,6510,195,230,0,0
260,8811,8908,9769,5738,180,180,0,0
261,2856,12543,12537,10345,195,505,0,0
262,6566,4717,3736,417,220,225,0,0
263,11279,7083,5667,11128,105,165,0,0
264,12541,11058,9019,7842,215,115,0,0
265,7203,11296,8045,8565,200,260,0,0
266,4546,8404,10337,3848,260,115,0,0
267,548,3188,9958,9761,195,145,0,0
268,3491,3526,4153,12539,285,155,0,0
269,750,8477,10092,3486,135,251,0,0
270,10544,7300,9915,6109,165,215,0,0
271,7209,5970,8886,4962,215,230,0,0
272,6872,9048,8381,3231,155,195,0,0
273,10345,11064,4717,7203,65,290,0,0
274,5714,12541,8404,5220,90,210,0,0
275,9019,6510,8565,4546,105,205,0,0
276,11058,11128,12539,4855,285,185,0,0
277,3848,8908,12537,548,250,165,0,0
278,6735,3526,7842,731,170,210,0,0
279,4962,10092,8811,7013,150,185,0,0
280,750,5026,5738,8381,145,175,0,0
281,9769,3231,7209,2856,90,175,0,0
282,6872,9958,5667,6109,75,225,0,0
283,8045,12543,11279,5970,225,115,0,0
284,10544,10337,11143,6566,185,105,0,0
285,417,9761,3486,7300,195,155,0,0
286,4153,8477,3188,9915,120,170,0,0
287,8886,3736,10598,9048,135,175,0,0
288,3491,7083,3805,11296,135,200,0,0
